category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
DISEASES	DOID:14566	12	1101	9606	9606.ENSP00000221930,9606.ENSP00000231449,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000263341,9606.ENSP00000306245,9606.ENSP00000317272,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000405330,9606.ENSP00000441235,9606.ENSP00000478255	TGFB1,IL4,APOE,POU5F1,IL1B,FOS,MET,BCL2,CDKN1A,ESR1,TSHR,ABCB1	9.18e-05	0.019	Disease of cellular proliferation
DISEASES	DOID:9120	4	75	9606	9606.ENSP00000252486,9606.ENSP00000261267,9606.ENSP00000284981,9606.ENSP00000346839	APOE,LYZ,APP,FN1	9.12e-05	0.019	Amyloidosis
DISEASES	DOID:0050117	7	368	9606	9606.ENSP00000231449,9606.ENSP00000252486,9606.ENSP00000260010,9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000299663,9606.ENSP00000308541	IL4,APOE,TLR2,IL1B,APP,CLEC4E,F2	0.00012	0.0225	Disease by infectious agent
DISEASES	DOID:10124	4	85	9606	9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000352798,9606.ENSP00000478561	APOE,IL1B,COL18A1,CYP1B1	0.00014	0.0225	Corneal disease
DISEASES	DOID:162	11	978	9606	9606.ENSP00000221930,9606.ENSP00000231449,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000263341,9606.ENSP00000306245,9606.ENSP00000317272,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000405330,9606.ENSP00000478255	TGFB1,IL4,APOE,POU5F1,IL1B,FOS,MET,BCL2,CDKN1A,ESR1,ABCB1	0.00014	0.0225	Cancer
DISEASES	DOID:17	12	1154	9606	9606.ENSP00000215754,9606.ENSP00000221930,9606.ENSP00000231449,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000282903,9606.ENSP00000285379,9606.ENSP00000352798,9606.ENSP00000361405,9606.ENSP00000398890,9606.ENSP00000405330,9606.ENSP00000481570	MIF,TGFB1,IL4,APOE,IL1B,PLOD2,CA2,COL18A1,MMP9,HLA-DMB,ESR1,TNFAIP3	0.00014	0.0225	Musculoskeletal system disease
DISEASES	DOID:2170	2	4	9606	9606.ENSP00000263341,9606.ENSP00000405330	IL1B,ESR1	0.00013	0.0225	Vaginitis
DISEASES	DOID:3119	5	161	9606	9606.ENSP00000221930,9606.ENSP00000317272,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000478255	TGFB1,MET,BCL2,CDKN1A,ABCB1	0.00014	0.0225	Gastrointestinal system cancer
DISEASES	DOID:326	3	30	9606	9606.ENSP00000216117,9606.ENSP00000263341,9606.ENSP00000381185	HMOX1,IL1B,BCL2	0.00013	0.0225	Ischemia
DISEASES	DOID:37	8	518	9606	9606.ENSP00000215754,9606.ENSP00000231449,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000352798,9606.ENSP00000398890,9606.ENSP00000441235,9606.ENSP00000481570	MIF,IL4,APOE,IL1B,COL18A1,HLA-DMB,TSHR,TNFAIP3	0.00016	0.0225	Skin disease
DISEASES	DOID:4	33	6291	9606	9606.ENSP00000215754,9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000231449,9606.ENSP00000241052,9606.ENSP00000252486,9606.ENSP00000259915,9606.ENSP00000260010,9606.ENSP00000261024,9606.ENSP00000261267,9606.ENSP00000263341,9606.ENSP00000282903,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000299663,9606.ENSP00000306245,9606.ENSP00000308541,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000352798,9606.ENSP00000361405,9606.ENSP00000366307,9606.ENSP00000369786,9606.ENSP00000377783,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000398890,9606.ENSP00000405330,9606.ENSP00000430656,9606.ENSP00000441235,9606.ENSP00000478255,9606.ENSP00000478561,9606.ENSP00000481570	MIF,HMOX1,TGFB1,IL4,CAT,APOE,POU5F1,TLR2,SLC40A1,LYZ,IL1B,PLOD2,APP,CA2,CLEC4E,FOS,F2,MET,FN1,COL18A1,MMP9,THBD,PIR,PROS1,BCL2,CDKN1A,HLA-DMB,ESR1,CA1,TSHR,ABCB1,CYP1B1,TNFAIP3	0.00012	0.0225	Disease
DISEASES	DOID:5199	2	4	9606	9606.ENSP00000221930,9606.ENSP00000346839	TGFB1,FN1	0.00013	0.0225	Ureteral obstruction
DISEASES	DOID:9256	3	32	9606	9606.ENSP00000221930,9606.ENSP00000381185,9606.ENSP00000384849	TGFB1,BCL2,CDKN1A	0.00015	0.0225	Colorectal cancer
DISEASES	DOID:0070028	2	5	9606	9606.ENSP00000252486,9606.ENSP00000284981	APOE,APP	0.00018	0.0233	APP-related cerebral amyloid angiopathy
DISEASES	DOID:11249	2	5	9606	9606.ENSP00000308541,9606.ENSP00000377783	F2,PROS1	0.00018	0.0233	Vitamin K deficiency bleeding
DISEASES	DOID:2451	2	5	9606	9606.ENSP00000308541,9606.ENSP00000377783	F2,PROS1	0.00018	0.0233	Protein S deficiency
DISEASES	DOID:4724	2	5	9606	9606.ENSP00000263341,9606.ENSP00000361405	IL1B,MMP9	0.00018	0.0233	Brain edema
DISEASES	DOID:8725	2	5	9606	9606.ENSP00000252486,9606.ENSP00000284981	APOE,APP	0.00018	0.0233	Vascular dementia
DISEASES	DOID:0050855	2	6	9606	9606.ENSP00000221930,9606.ENSP00000346839	TGFB1,FN1	0.00024	0.0272	Renal fibrosis
DISEASES	DOID:1561	4	103	9606	9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000405330,9606.ENSP00000430656	APOE,APP,ESR1,CA1	0.00029	0.0322	Cognitive disorder
DISEASES	DOID:11247	2	7	9606	9606.ENSP00000308541,9606.ENSP00000366307	F2,THBD	0.00031	0.0333	Disseminated intravascular coagulation
DISEASES	DOID:150	7	435	9606	9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000369786,9606.ENSP00000398890,9606.ENSP00000405330,9606.ENSP00000430656,9606.ENSP00000478255	APOE,APP,PIR,HLA-DMB,ESR1,CA1,ABCB1	0.00033	0.0333	Disease of mental health
DISEASES	DOID:3326	2	7	9606	9606.ENSP00000308541,9606.ENSP00000366307	F2,THBD	0.00031	0.0333	Purpura
DISEASES	DOID:7693	2	7	9606	9606.ENSP00000252486,9606.ENSP00000361405	APOE,MMP9	0.00031	0.0333	Abdominal aortic aneurysm
DISEASES	DOID:12217	2	9	9606	9606.ENSP00000252486,9606.ENSP00000284981	APOE,APP	0.00047	0.0444	Lewy body dementia
DISEASES	DOID:14250	2	9	9606	9606.ENSP00000252486,9606.ENSP00000284981	APOE,APP	0.00047	0.0444	Down syndrome
DISEASES	DOID:3602	2	9	9606	9606.ENSP00000263341,9606.ENSP00000284981	IL1B,APP	0.00047	0.0444	Toxic encephalopathy
DISEASES	DOID:848	4	118	9606	9606.ENSP00000215754,9606.ENSP00000221930,9606.ENSP00000263341,9606.ENSP00000481570	MIF,TGFB1,IL1B,TNFAIP3	0.00048	0.0444	Arthritis
