category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
DISEASES	DOID:655	20	949	9606	9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000299697,9606.ENSP00000337354,9606.ENSP00000339398,9606.ENSP00000349016,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000362924,9606.ENSP00000367123,9606.ENSP00000376637,9606.ENSP00000377192,9606.ENSP00000381448,9606.ENSP00000438804,9606.ENSP00000450540,9606.ENSP00000478255,9606.ENSP00000497910,9606.ENSP00000498358	C3,APOE,IL1B,APP,TK2,LIPA,HLA-DQA1,PEX14,NDUFS2,MAN1B1,GSN,SLC3A2,IGF1,G6PD,CST3,HNF1A,SERPINA3,ABCB1,B2M,FECH	3.39e-07	0.00013	Inherited metabolic disorder
DISEASES	DOID:0050637	4	9	9606	9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000362924,9606.ENSP00000381448	C3,APOE,GSN,CST3	6.19e-07	0.00022	Finnish type amyloidosis
DISEASES	DOID:863	31	2275	9606	9606.ENSP00000219548,9606.ENSP00000225275,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263317,9606.ENSP00000263341,9606.ENSP00000266718,9606.ENSP00000284981,9606.ENSP00000291554,9606.ENSP00000299697,9606.ENSP00000311469,9606.ENSP00000322020,9606.ENSP00000323929,9606.ENSP00000339398,9606.ENSP00000340278,9606.ENSP00000354573,9606.ENSP00000361405,9606.ENSP00000362924,9606.ENSP00000376637,9606.ENSP00000379287,9606.ENSP00000381448,9606.ENSP00000392423,9606.ENSP00000407552,9606.ENSP00000414303,9606.ENSP00000417185,9606.ENSP00000418525,9606.ENSP00000450540,9606.ENSP00000463653,9606.ENSP00000490614,9606.ENSP00000492024	STUB1,MPO,CYP27B1,C3,APOE,NOX4,IL1B,LUM,APP,CRYAA,TK2,GSTM1,SLC25A22,A2M,HLA-DQA1,PARK7,MACF1,MMP9,GSN,IGF1,YWHAZ,CST3,RELN,GAS7,BDNF,VWA1,MME,SERPINA3,RBFOX3,DCX,PAX6	1.85e-06	0.00061	Nervous system disease
DISEASES	DOID:0070030	4	13	9606	9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000381448,9606.ENSP00000450540	APOE,APP,CST3,SERPINA3	2.03e-06	0.00062	ITM2B-related cerebral amyloid angiopathy 2
DISEASES	DOID:612	13	470	9606	9606.ENSP00000225275,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252804,9606.ENSP00000263341,9606.ENSP00000285379,9606.ENSP00000320509,9606.ENSP00000339398,9606.ENSP00000356946,9606.ENSP00000371067,9606.ENSP00000438804,9606.ENSP00000478255,9606.ENSP00000481570	MPO,CYP27B1,C3,PXDN,IL1B,CA2,BANK1,HLA-DQA1,FCGR3A,JAK2,HNF1A,ABCB1,TNFAIP3	2.83e-06	0.00076	Primary immunodeficiency disease
DISEASES	DOID:557	10	275	9606	9606.ENSP00000225275,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000262160,9606.ENSP00000285379,9606.ENSP00000339398,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000381448,9606.ENSP00000497910	MPO,CYP27B1,C3,SMAD2,CA2,HLA-DQA1,FN1,SLC3A2,CST3,B2M	4.29e-06	0.001	Kidney disease
DISEASES	DOID:649	4	16	9606	9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000379287	C3,APOE,APP,YWHAZ	4.07e-06	0.001	Prion disease
DISEASES	DOID:18	11	350	9606	9606.ENSP00000225275,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000262160,9606.ENSP00000285379,9606.ENSP00000339398,9606.ENSP00000346839,9606.ENSP00000367123,9606.ENSP00000381448,9606.ENSP00000418525,9606.ENSP00000497910	MPO,CYP27B1,C3,SMAD2,CA2,HLA-DQA1,FN1,SLC3A2,CST3,MME,B2M	5.39e-06	0.0012	Urinary system disease
DISEASES	DOID:0050639	4	19	9606	9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000362924,9606.ENSP00000381448	C3,APOE,GSN,CST3	7.35e-06	0.0016	Primary cutaneous amyloidosis
DISEASES	DOID:331	20	1199	9606	9606.ENSP00000219548,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000299697,9606.ENSP00000322020,9606.ENSP00000323929,9606.ENSP00000339398,9606.ENSP00000340278,9606.ENSP00000361405,9606.ENSP00000379287,9606.ENSP00000381448,9606.ENSP00000392423,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000450540,9606.ENSP00000463653,9606.ENSP00000490614	STUB1,CYP27B1,C3,APOE,IL1B,APP,TK2,SLC25A22,A2M,HLA-DQA1,PARK7,MMP9,YWHAZ,CST3,RELN,BDNF,MME,SERPINA3,RBFOX3,DCX	1.12e-05	0.0023	Central nervous system disease
DISEASES	DOID:178	9	249	9606	9606.ENSP00000216117,9606.ENSP00000225275,9606.ENSP00000252486,9606.ENSP00000263317,9606.ENSP00000263341,9606.ENSP00000361405,9606.ENSP00000371067,9606.ENSP00000414303,9606.ENSP00000463653	HMOX1,MPO,APOE,NOX4,IL1B,MMP9,JAK2,BDNF,RBFOX3	1.39e-05	0.0028	Vascular disease
DISEASES	DOID:74	12	473	9606	9606.ENSP00000225275,9606.ENSP00000228606,9606.ENSP00000263341,9606.ENSP00000263464,9606.ENSP00000265709,9606.ENSP00000356771,9606.ENSP00000371067,9606.ENSP00000377192,9606.ENSP00000418525,9606.ENSP00000450540,9606.ENSP00000497574,9606.ENSP00000497910	MPO,CYP27B1,IL1B,BIRC3,ANK1,F5,JAK2,G6PD,MME,SERPINA3,GCLC,B2M	1.62e-05	0.0031	Hematopoietic system disease
DISEASES	DOID:0060180	4	27	9606	9606.ENSP00000263341,9606.ENSP00000356946,9606.ENSP00000371067,9606.ENSP00000478255	IL1B,FCGR3A,JAK2,ABCB1	2.52e-05	0.0046	Colitis
DISEASES	DOID:11949	3	9	9606	9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000379287	C3,APOE,YWHAZ	3.53e-05	0.0062	Creutzfeldt-Jakob disease
DISEASES	DOID:14250	3	9	9606	9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000381448	APOE,APP,CST3	3.53e-05	0.0062	Down syndrome
DISEASES	DOID:326	4	30	9606	9606.ENSP00000216117,9606.ENSP00000263341,9606.ENSP00000414303,9606.ENSP00000463653	HMOX1,IL1B,BDNF,RBFOX3	3.67e-05	0.0062	Ischemia
DISEASES	DOID:3602	3	9	9606	9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000414303	IL1B,APP,BDNF	3.53e-05	0.0062	Toxic encephalopathy
DISEASES	DOID:630	39	3778	9606	9606.ENSP00000219548,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000262160,9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000285379,9606.ENSP00000291295,9606.ENSP00000291554,9606.ENSP00000299697,9606.ENSP00000322020,9606.ENSP00000337354,9606.ENSP00000339398,9606.ENSP00000340278,9606.ENSP00000341815,9606.ENSP00000348215,9606.ENSP00000349016,9606.ENSP00000356771,9606.ENSP00000356972,9606.ENSP00000360645,9606.ENSP00000362924,9606.ENSP00000367123,9606.ENSP00000376637,9606.ENSP00000377192,9606.ENSP00000381448,9606.ENSP00000392423,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000438804,9606.ENSP00000450540,9606.ENSP00000468253,9606.ENSP00000478255,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000492024,9606.ENSP00000497910,9606.ENSP00000498358	STUB1,CYP27B1,C3,APOE,SMAD2,IL1B,APP,CA2,CALM3,CRYAA,TK2,SLC25A22,LIPA,HLA-DQA1,PARK7,SOX18,SH3PXD2A,PEX14,F5,NDUFS2,MAN1B1,GSN,SLC3A2,IGF1,G6PD,CST3,RELN,BDNF,MME,SH3BP2,HNF1A,SERPINA3,CFD,ABCB1,TNFAIP3,DCX,PAX6,B2M,FECH	4.79e-05	0.0073	Genetic disease
DISEASES	DOID:936	15	806	9606	9606.ENSP00000219548,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000299697,9606.ENSP00000322020,9606.ENSP00000340278,9606.ENSP00000361405,9606.ENSP00000379287,9606.ENSP00000392423,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000463653,9606.ENSP00000490614	STUB1,C3,APOE,IL1B,APP,TK2,SLC25A22,PARK7,MMP9,YWHAZ,RELN,BDNF,MME,RBFOX3,DCX	4.82e-05	0.0073	Brain disease
DISEASES	DOID:0070029	3	12	9606	9606.ENSP00000252486,9606.ENSP00000381448,9606.ENSP00000450540	APOE,CST3,SERPINA3	7.22e-05	0.0104	ITM2B-related cerebral amyloid angiopathy 1
DISEASES	DOID:2316	3	12	9606	9606.ENSP00000263341,9606.ENSP00000414303,9606.ENSP00000463653	IL1B,BDNF,RBFOX3	7.22e-05	0.0104	Brain ischemia
DISEASES	DOID:17	18	1154	9606	9606.ENSP00000219070,9606.ENSP00000228606,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000285379,9606.ENSP00000299697,9606.ENSP00000320509,9606.ENSP00000323929,9606.ENSP00000339398,9606.ENSP00000348215,9606.ENSP00000356946,9606.ENSP00000361405,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000450540,9606.ENSP00000468253,9606.ENSP00000481570,9606.ENSP00000497910	MMP2,CYP27B1,APOE,IL1B,CA2,TK2,BANK1,A2M,HLA-DQA1,SH3PXD2A,FCGR3A,MMP9,MME,SH3BP2,SERPINA3,CFD,TNFAIP3,B2M	7.74e-05	0.0105	Musculoskeletal system disease
DISEASES	DOID:90	3	13	9606	9606.ENSP00000219070,9606.ENSP00000228606,9606.ENSP00000361405	MMP2,CYP27B1,MMP9	8.85e-05	0.0116	Degenerative disc disease
DISEASES	DOID:1289	11	481	9606	9606.ENSP00000219548,9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000299697,9606.ENSP00000323929,9606.ENSP00000340278,9606.ENSP00000379287,9606.ENSP00000381448,9606.ENSP00000414303,9606.ENSP00000418525,9606.ENSP00000450540	STUB1,APOE,APP,TK2,A2M,PARK7,YWHAZ,CST3,BDNF,MME,SERPINA3	9.25e-05	0.0118	Neurodegenerative disease
DISEASES	DOID:1287	11	493	9606	9606.ENSP00000216117,9606.ENSP00000225275,9606.ENSP00000252486,9606.ENSP00000263317,9606.ENSP00000263341,9606.ENSP00000291295,9606.ENSP00000361405,9606.ENSP00000371067,9606.ENSP00000414303,9606.ENSP00000436423,9606.ENSP00000463653	HMOX1,MPO,APOE,NOX4,IL1B,CALM3,MMP9,JAK2,BDNF,GNLY,RBFOX3	0.00011	0.0138	Cardiovascular system disease
DISEASES	DOID:2531	7	190	9606	9606.ENSP00000225275,9606.ENSP00000263341,9606.ENSP00000263464,9606.ENSP00000371067,9606.ENSP00000418525,9606.ENSP00000450540,9606.ENSP00000497910	MPO,IL1B,BIRC3,JAK2,MME,SERPINA3,B2M	0.00012	0.0138	Hematologic cancer
DISEASES	DOID:1575	3	16	9606	9606.ENSP00000320509,9606.ENSP00000339398,9606.ENSP00000481570	BANK1,HLA-DQA1,TNFAIP3	0.00015	0.0174	Rheumatic disease
DISEASES	DOID:0060005	4	45	9606	9606.ENSP00000252804,9606.ENSP00000285379,9606.ENSP00000339398,9606.ENSP00000438804	PXDN,CA2,HLA-DQA1,HNF1A	0.00016	0.0176	Autoimmune disease of endocrine system
DISEASES	DOID:6713	4	46	9606	9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000414303,9606.ENSP00000463653	APOE,IL1B,BDNF,RBFOX3	0.00017	0.0186	Cerebrovascular disease
DISEASES	DOID:0050117	9	368	9606	9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000273784,9606.ENSP00000284981,9606.ENSP00000299697,9606.ENSP00000377192,9606.ENSP00000379287	CYP27B1,C3,APOE,IL1B,AHSG,APP,TK2,G6PD,YWHAZ	0.00026	0.0269	Disease by infectious agent
DISEASES	DOID:0050736	19	1386	9606	9606.ENSP00000219548,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000284981,9606.ENSP00000299697,9606.ENSP00000341815,9606.ENSP00000356771,9606.ENSP00000362924,9606.ENSP00000381448,9606.ENSP00000392423,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000438804,9606.ENSP00000450540,9606.ENSP00000481570,9606.ENSP00000490614,9606.ENSP00000492024,9606.ENSP00000497910	STUB1,C3,APOE,IL1B,APP,TK2,SOX18,F5,GSN,CST3,RELN,MME,SH3BP2,HNF1A,SERPINA3,TNFAIP3,DCX,PAX6,B2M	0.00025	0.0269	Autosomal dominant disease
DISEASES	DOID:14515	2	3	9606	9606.ENSP00000414303,9606.ENSP00000492024	BDNF,PAX6	0.0003	0.0309	WAGR syndrome
DISEASES	DOID:1307	3	23	9606	9606.ENSP00000252486,9606.ENSP00000284981,9606.ENSP00000414303	APOE,APP,BDNF	0.00039	0.0391	Dementia
DISEASES	DOID:0070027	2	4	9606	9606.ENSP00000284981,9606.ENSP00000381448	APP,CST3	0.00045	0.0421	CST3-related cerebral amyloid angiopathy
DISEASES	DOID:14566	16	1101	9606	9606.ENSP00000225275,9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000263464,9606.ENSP00000340278,9606.ENSP00000353344,9606.ENSP00000366898,9606.ENSP00000371067,9606.ENSP00000376637,9606.ENSP00000407552,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000438804,9606.ENSP00000450540,9606.ENSP00000478255,9606.ENSP00000497910	MPO,APOE,IL1B,BIRC3,PARK7,ETS2,HIF3A,JAK2,IGF1,GAS7,MME,SH3BP2,HNF1A,SERPINA3,ABCB1,B2M	0.00044	0.0421	Disease of cellular proliferation
DISEASES	DOID:9352	3	25	9606	9606.ENSP00000252486,9606.ENSP00000263341,9606.ENSP00000376637	APOE,IL1B,IGF1	0.00049	0.0444	Type 2 diabetes mellitus
