ChemicalName,category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description
Lead,DISEASES,DOID:7,230,4798,9606,"9606.ENSP00000167586,9606.ENSP00000168216,9606.ENSP00000215909,9606.ENSP00000216117,9606.ENSP00000216492,9606.ENSP00000217381,9606.ENSP00000219833,9606.ENSP00000221742,9606.ENSP00000221980,9606.ENSP00000222693,9606.ENSP00000226760,9606.ENSP00000227155,9606.ENSP00000228606,9606.ENSP00000244769,9606.ENSP00000245907,9606.ENSP00000246662,9606.ENSP00000246672,9606.ENSP00000249356,9606.ENSP00000252242,9606.ENSP00000252252,9606.ENSP00000252486,9606.ENSP00000253408,9606.ENSP00000255380,9606.ENSP00000257118,9606.ENSP00000257414,9606.ENSP00000259455,9606.ENSP00000259915,9606.ENSP00000260731,9606.ENSP00000261366,9606.ENSP00000261733,9606.ENSP00000262187,9606.ENSP00000263317,9606.ENSP00000263341,9606.ENSP00000264012,9606.ENSP00000264474,9606.ENSP00000264690,9606.ENSP00000265077,9606.ENSP00000265459,9606.ENSP00000265709,9606.ENSP00000266376,9606.ENSP00000268164,9606.ENSP00000269216,9606.ENSP00000270142,9606.ENSP00000273784,9606.ENSP00000274276,9606.ENSP00000277120,9606.ENSP00000280772,9606.ENSP00000281513,9606.ENSP00000283928,9606.ENSP00000284981,9606.ENSP00000284987,9606.ENSP00000285379,9606.ENSP00000290167,9606.ENSP00000290401,9606.ENSP00000291565,9606.ENSP00000296591,9606.ENSP00000297267,9606.ENSP00000299155,9606.ENSP00000299798,9606.ENSP00000300249,9606.ENSP00000300935,9606.ENSP00000301244,9606.ENSP00000301653,9606.ENSP00000302037,9606.ENSP00000306330,9606.ENSP00000306625,9606.ENSP00000306754,9606.ENSP00000307508,9606.ENSP00000307959,9606.ENSP00000308541,9606.ENSP00000308750,9606.ENSP00000310861,9606.ENSP00000311447,9606.ENSP00000311469,9606.ENSP00000312631,9606.ENSP00000315130,9606.ENSP00000315190,9606.ENSP00000316032,9606.ENSP00000317379,9606.ENSP00000317580,9606.ENSP00000318646,9606.ENSP00000321853,9606.ENSP00000323929,9606.ENSP00000325527,9606.ENSP00000326581,9606.ENSP00000327545,9606.ENSP00000330633,9606.ENSP00000337168,9606.ENSP00000338185,9606.ENSP00000339824,9606.ENSP00000340874,9606.ENSP00000343505,9606.ENSP00000345259,9606.ENSP00000346839,9606.ENSP00000347684,9606.ENSP00000348215,9606.ENSP00000348849,9606.ENSP00000349588,9606.ENSP00000349860,9606.ENSP00000350719,9606.ENSP00000350928,9606.ENSP00000351807,9606.ENSP00000352516,9606.ENSP00000352798,9606.ENSP00000352882,9606.ENSP00000353030,9606.ENSP00000353099,9606.ENSP00000353654,9606.ENSP00000354111,9606.ENSP00000354125,9606.ENSP00000354360,9606.ENSP00000354573,9606.ENSP00000354826,9606.ENSP00000355470,9606.ENSP00000356030,9606.ENSP00000356224,9606.ENSP00000356545,9606.ENSP00000358001,9606.ENSP00000358501,9606.ENSP00000359319,9606.ENSP00000359345,9606.ENSP00000359464,9606.ENSP00000359719,9606.ENSP00000360141,9606.ENSP00000360541,9606.ENSP00000360608,9606.ENSP00000360687,9606.ENSP00000361214,9606.ENSP00000361264,9606.ENSP00000362924,9606.ENSP00000364597,9606.ENSP00000365301,9606.ENSP00000365380,9606.ENSP00000365514,9606.ENSP00000366525,9606.ENSP00000367001,9606.ENSP00000367715,9606.ENSP00000367950,9606.ENSP00000368572,9606.ENSP00000369129,9606.ENSP00000370826,9606.ENSP00000371152,9606.ENSP00000371420,9606.ENSP00000371638,9606.ENSP00000376637,9606.ENSP00000377265,9606.ENSP00000377546,9606.ENSP00000377779,9606.ENSP00000377936,9606.ENSP00000378131,9606.ENSP00000378757,9606.ENSP00000380070,9606.ENSP00000380877,9606.ENSP00000381185,9606.ENSP00000381448,9606.ENSP00000381492,9606.ENSP00000381857,9606.ENSP00000382083,9606.ENSP00000383053,9606.ENSP00000384849,9606.ENSP00000384999,9606.ENSP00000385000,9606.ENSP00000386717,9606.ENSP00000386884,9606.ENSP00000389140,9606.ENSP00000391090,9606.ENSP00000392028,9606.ENSP00000393313,9606.ENSP00000397435,9606.ENSP00000398890,9606.ENSP00000402060,9606.ENSP00000402257,9606.ENSP00000403362,9606.ENSP00000408411,9606.ENSP00000409594,9606.ENSP00000409667,9606.ENSP00000415941,9606.ENSP00000416066,9606.ENSP00000416293,9606.ENSP00000416330,9606.ENSP00000417175,9606.ENSP00000418525,9606.ENSP00000422554,9606.ENSP00000424846,9606.ENSP00000427123,9606.ENSP00000427603,9606.ENSP00000435585,9606.ENSP00000439666,9606.ENSP00000440066,9606.ENSP00000441953,9606.ENSP00000444271,9606.ENSP00000446576,9606.ENSP00000447001,9606.ENSP00000450540,9606.ENSP00000455426,9606.ENSP00000456920,9606.ENSP00000457703,9606.ENSP00000463653,9606.ENSP00000463784,9606.ENSP00000465630,9606.ENSP00000469242,9606.ENSP00000476480,9606.ENSP00000477141,9606.ENSP00000477437,9606.ENSP00000478255,9606.ENSP00000480132,9606.ENSP00000481029,9606.ENSP00000481380,9606.ENSP00000482313,9606.ENSP00000484715,9606.ENSP00000486291,9606.ENSP00000490083,9606.ENSP00000491215,9606.ENSP00000492024,9606.ENSP00000493985,9606.ENSP00000494175,9606.ENSP00000494750,9606.ENSP00000495273,9606.ENSP00000495672,9606.ENSP00000496166,9606.ENSP00000496593,9606.ENSP00000497910,9606.ENSP00000498321,9606.ENSP00000498358,9606.ENSP00000498577,9606.ENSP00000498684,9606.ENSP00000499044,9606.ENSP00000499140,9606.ENSP00000499717,9606.ENSP00000500990","KRT14,HSD17B10,LGALS1,HMOX1,CHGA,SNTA1,SLC6A2,SLC1A6,ICAM5,CAV2,WFS1,CD82,CYP27B1,ATXN1,C3,KRT9,NR1D1,DNAJB9,KRT5,KRT6B,APOE,GFAP,CHRM3,PHC2,SEMA6A,GABBR2,POU5F1,KIF11,LMNB1,ALDH2,RHEB,NOX4,IL1B,CDH3,CSTA,KLKB1,VCAN,NRXN2,ANK1,CACNA1C,ST8SIA2,GATA6,SOD1,AHSG,OSMR,NTRK2,ANK3,NBAS,JAZF1,APP,ADAMTS5,CA2,WNT4,NPTN,PDXK,EDIL3,FNDC1,AMN,SLC9A5,MAPRE2,RAB8A,SPINT2,KRT16,MFF,YWHAG,ASPSCR1,NEUROD2,CALB2,DST,F2,CBX2,KRT2,ASPHD1,GSTM1,INSM1,CLU,ITGA3,NUP98,GLS,NEUROG1,RPS15A,SERPINF2,A2M,FBN1,PEG3,NPTXR,CNTN2,EPB41L1,PLCB1,FGFR3,MEF2C,TNFSF13,EPB41,FN1,LMX1B,SH3PXD2A,RPS26,ANK2,GFPT1,SYNE2,GAD1,ELN,DNMT1,COL18A1,PLXNA4,PTPRF,HLA-DRB1,COL4A2,DNAJC5,EIF3B,LAMC3,MACF1,CALD1,CNST,CD55,SYNE1,CACNA1E,TACC2,CD58,PAX2,RPL5,OGFRL1,PRKACB,GNAS,CPT2,GRIN1,PTGDS,NRG3,RAPGEF1,GSN,PADI4,FGF14,FOXP3,ZIC2,FTL,DPP6,DCDC2,SHROOM1,SAT1,DSP,HR,ASAH1,GPNMB,SMARCA2,IGF1,TFAP2B,KRT15,SV2B,PPP2R2B,CFI,SLC16A9,GAPDH,ASCC2,BCL2,CST3,LAT2,MROH6,COL25A1,EPHB2,CDKN1A,P4HA2,KIF2A,RPL31,CXCR4,DCC,CHEK1,CHD7,EPS15L1,TSC22D1,HLA-DMB,PVR,RUNX1T1,AP2M1,LAMP2,ZFYVE27,SYNJ1,C4B,SERPINA1,SLC2A1,TGFBI,VAPB,MME,ADAMTS12,SH3BP2,RAI14,GABRA2,EPS8L2,MTRNR2L8,JCHAIN,ORC4,C1R,ATXN2,RPL18,SERPINA3,ZNF423,WFDC1,UBL7,RBFOX3,RPL26,EVPL,SPTBN4,NT5C3A,FRRS1L,KCNJ6,ABCB1,NCAM1,PSMC3,CCNA2,RECQL4,SRCIN1,SUGCT,ATP6AP2,HNRNPU,PAX6,KNG1,HBB,ACTB,RPS7,RPL35A,ALDOA,ESPN,B2M,MYD88,FECH,TPM3,FHL1,RPS27,CES2,CALM1,SNCA",2.28e-11,3.5e-08,Disease of anatomical entity
Lead,DISEASES,DOID:9120,20,75,9606,"9606.ENSP00000167586,9606.ENSP00000245907,9606.ENSP00000249356,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000274276,9606.ENSP00000284981,9606.ENSP00000315130,9606.ENSP00000323929,9606.ENSP00000339063,9606.ENSP00000346839,9606.ENSP00000362924,9606.ENSP00000371420,9606.ENSP00000381448,9606.ENSP00000416066,9606.ENSP00000416330,9606.ENSP00000450540,9606.ENSP00000494175,9606.ENSP00000494750,9606.ENSP00000497910","KRT14,C3,DNAJB9,KRT5,APOE,OSMR,APP,CLU,A2M,EEF1A1,FN1,GSN,GPNMB,CST3,SERPINA1,TGFBI,SERPINA3,HBB,ACTB,B2M",1.02e-11,3.5e-08,Amyloidosis
Lead,DISEASES,DOID:0050639,10,19,9606,"9606.ENSP00000167586,9606.ENSP00000245907,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000274276,9606.ENSP00000362924,9606.ENSP00000371420,9606.ENSP00000381448,9606.ENSP00000416066,9606.ENSP00000494750","KRT14,C3,KRT5,APOE,OSMR,GSN,GPNMB,CST3,SERPINA1,ACTB",9.22e-09,1.06e-05,Primary cutaneous amyloidosis
Lead,DISEASES,DOID:74,42,473,9606,"9606.ENSP00000167586,9606.ENSP00000228606,9606.ENSP00000252242,9606.ENSP00000263341,9606.ENSP00000264690,9606.ENSP00000265709,9606.ENSP00000280772,9606.ENSP00000281513,9606.ENSP00000290401,9606.ENSP00000299155,9606.ENSP00000308541,9606.ENSP00000316032,9606.ENSP00000318646,9606.ENSP00000321853,9606.ENSP00000339824,9606.ENSP00000345259,9606.ENSP00000348849,9606.ENSP00000349588,9606.ENSP00000359345,9606.ENSP00000371638,9606.ENSP00000381185,9606.ENSP00000386717,9606.ENSP00000386884,9606.ENSP00000402257,9606.ENSP00000415941,9606.ENSP00000416293,9606.ENSP00000418525,9606.ENSP00000447001,9606.ENSP00000450540,9606.ENSP00000463784,9606.ENSP00000465630,9606.ENSP00000476480,9606.ENSP00000480132,9606.ENSP00000493985,9606.ENSP00000494175,9606.ENSP00000494750,9606.ENSP00000495273,9606.ENSP00000495672,9606.ENSP00000496166,9606.ENSP00000497910,9606.ENSP00000498321,9606.ENSP00000499044","KRT14,CYP27B1,KRT5,IL1B,KLKB1,ANK1,ANK3,NBAS,NPTN,AMN,F2,NUP98,RPS15A,SERPINF2,FGFR3,EPB41,RPS26,ANK2,RPL5,SMARCA2,BCL2,RPL31,CXCR4,RUNX1T1,C4B,SLC2A1,MME,RPL18,SERPINA3,RPL26,EVPL,NT5C3A,NCAM1,KNG1,HBB,ACTB,RPS7,RPL35A,ALDOA,B2M,MYD88,RPS27",1.39e-08,1.28e-05,Hematopoietic system disease
Lead,DISEASES,DOID:14566,71,1101,9606,"9606.ENSP00000167586,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000227155,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000257118,9606.ENSP00000259915,9606.ENSP00000261733,9606.ENSP00000262450,9606.ENSP00000263341,9606.ENSP00000269216,9606.ENSP00000277120,9606.ENSP00000281092,9606.ENSP00000283928,9606.ENSP00000290167,9606.ENSP00000290401,9606.ENSP00000296591,9606.ENSP00000297267,9606.ENSP00000300935,9606.ENSP00000302037,9606.ENSP00000306245,9606.ENSP00000306625,9606.ENSP00000306754,9606.ENSP00000307508,9606.ENSP00000312631,9606.ENSP00000316032,9606.ENSP00000317580,9606.ENSP00000326581,9606.ENSP00000339527,9606.ENSP00000339824,9606.ENSP00000340507,9606.ENSP00000353344,9606.ENSP00000354826,9606.ENSP00000358001,9606.ENSP00000359319,9606.ENSP00000359464,9606.ENSP00000359719,9606.ENSP00000360141,9606.ENSP00000371638,9606.ENSP00000376637,9606.ENSP00000377546,9606.ENSP00000377779,9606.ENSP00000380070,9606.ENSP00000380877,9606.ENSP00000380942,9606.ENSP00000381185,9606.ENSP00000383053,9606.ENSP00000384849,9606.ENSP00000386884,9606.ENSP00000389140,9606.ENSP00000396052,9606.ENSP00000397435,9606.ENSP00000402257,9606.ENSP00000409594,9606.ENSP00000416293,9606.ENSP00000418525,9606.ENSP00000424846,9606.ENSP00000439666,9606.ENSP00000450540,9606.ENSP00000463027,9606.ENSP00000465630,9606.ENSP00000478255,9606.ENSP00000480132,9606.ENSP00000481380,9606.ENSP00000482313,9606.ENSP00000484715,9606.ENSP00000494750,9606.ENSP00000497910,9606.ENSP00000498321,9606.ENSP00000498577","KRT14,LGALS1,CHGA,CD82,KRT5,APOE,PHC2,POU5F1,ALDH2,CHD5,IL1B,GATA6,NTRK2,FER,JAZF1,WNT4,NPTN,EDIL3,FNDC1,RAB8A,MFF,FOS,ASPSCR1,NEUROD2,CALB2,INSM1,NUP98,NEUROG1,PEG3,FOXO3,FGFR3,TRIM24,ETS2,CALD1,TACC2,PAX2,OGFRL1,PRKACB,GNAS,SMARCA2,IGF1,KRT15,SV2B,GAPDH,ASCC2,ARHGEF12,BCL2,EPHB2,CDKN1A,CXCR4,DCC,BRMS1,TSC22D1,RUNX1T1,ZFYVE27,SLC2A1,MME,SH3BP2,MTRNR2L8,SERPINA3,NCOA4,EVPL,ABCB1,NCAM1,CCNA2,RECQL4,SRCIN1,ACTB,B2M,MYD88,TPM3",5.33e-08,4.09e-05,Disease of cellular proliferation
Lead,DISEASES,DOID:16,44,575,9606,"9606.ENSP00000167586,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000246662,9606.ENSP00000252242,9606.ENSP00000252252,9606.ENSP00000252486,9606.ENSP00000255380,9606.ENSP00000263341,9606.ENSP00000264012,9606.ENSP00000264474,9606.ENSP00000264690,9606.ENSP00000273784,9606.ENSP00000274276,9606.ENSP00000300249,9606.ENSP00000301653,9606.ENSP00000307959,9606.ENSP00000310861,9606.ENSP00000311469,9606.ENSP00000315190,9606.ENSP00000325527,9606.ENSP00000339824,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353099,9606.ENSP00000354826,9606.ENSP00000362924,9606.ENSP00000368572,9606.ENSP00000369129,9606.ENSP00000370826,9606.ENSP00000371420,9606.ENSP00000371638,9606.ENSP00000376637,9606.ENSP00000377546,9606.ENSP00000381448,9606.ENSP00000398890,9606.ENSP00000416066,9606.ENSP00000424846,9606.ENSP00000465630,9606.ENSP00000482313,9606.ENSP00000490083,9606.ENSP00000493985,9606.ENSP00000494750,9606.ENSP00000498358","KRT14,CYP27B1,C3,KRT9,KRT5,KRT6B,APOE,CHRM3,IL1B,CDH3,CSTA,KLKB1,AHSG,OSMR,MAPRE2,KRT16,DST,KRT2,GSTM1,ITGA3,FBN1,FGFR3,ELN,COL18A1,HLA-DRB1,CALD1,GSN,SAT1,DSP,HR,GPNMB,SMARCA2,IGF1,KRT15,CST3,HLA-DMB,SERPINA1,SH3BP2,EVPL,RECQL4,ATP6AP2,KNG1,ACTB,FECH",3.29e-07,0.00022,Integumentary system disease
Lead,DISEASES,DOID:162,63,978,9606,"9606.ENSP00000167586,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000227155,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000257118,9606.ENSP00000259915,9606.ENSP00000261733,9606.ENSP00000262450,9606.ENSP00000263341,9606.ENSP00000269216,9606.ENSP00000277120,9606.ENSP00000281092,9606.ENSP00000283928,9606.ENSP00000290401,9606.ENSP00000296591,9606.ENSP00000297267,9606.ENSP00000300935,9606.ENSP00000302037,9606.ENSP00000306245,9606.ENSP00000306625,9606.ENSP00000306754,9606.ENSP00000307508,9606.ENSP00000312631,9606.ENSP00000316032,9606.ENSP00000317580,9606.ENSP00000326581,9606.ENSP00000339527,9606.ENSP00000339824,9606.ENSP00000340507,9606.ENSP00000353344,9606.ENSP00000354826,9606.ENSP00000358001,9606.ENSP00000360141,9606.ENSP00000371638,9606.ENSP00000377546,9606.ENSP00000377779,9606.ENSP00000380070,9606.ENSP00000380877,9606.ENSP00000380942,9606.ENSP00000381185,9606.ENSP00000383053,9606.ENSP00000384849,9606.ENSP00000386884,9606.ENSP00000389140,9606.ENSP00000396052,9606.ENSP00000397435,9606.ENSP00000402257,9606.ENSP00000409594,9606.ENSP00000418525,9606.ENSP00000439666,9606.ENSP00000450540,9606.ENSP00000463027,9606.ENSP00000465630,9606.ENSP00000478255,9606.ENSP00000480132,9606.ENSP00000481380,9606.ENSP00000482313,9606.ENSP00000494750,9606.ENSP00000497910,9606.ENSP00000498321,9606.ENSP00000498577","KRT14,LGALS1,CHGA,CD82,KRT5,APOE,PHC2,POU5F1,ALDH2,CHD5,IL1B,GATA6,NTRK2,FER,JAZF1,NPTN,EDIL3,FNDC1,RAB8A,MFF,FOS,ASPSCR1,NEUROD2,CALB2,INSM1,NUP98,NEUROG1,PEG3,FOXO3,FGFR3,TRIM24,ETS2,CALD1,TACC2,GNAS,SMARCA2,KRT15,SV2B,GAPDH,ASCC2,ARHGEF12,BCL2,EPHB2,CDKN1A,CXCR4,DCC,BRMS1,TSC22D1,RUNX1T1,ZFYVE27,MME,MTRNR2L8,SERPINA3,NCOA4,EVPL,ABCB1,NCAM1,CCNA2,RECQL4,ACTB,B2M,MYD88,TPM3",3.31e-07,0.00022,Cancer
Lead,DISEASES,DOID:2355,20,156,9606,"9606.ENSP00000264690,9606.ENSP00000265709,9606.ENSP00000280772,9606.ENSP00000299155,9606.ENSP00000318646,9606.ENSP00000345259,9606.ENSP00000348849,9606.ENSP00000349588,9606.ENSP00000359345,9606.ENSP00000371638,9606.ENSP00000386717,9606.ENSP00000416293,9606.ENSP00000447001,9606.ENSP00000463784,9606.ENSP00000476480,9606.ENSP00000494175,9606.ENSP00000495273,9606.ENSP00000495672,9606.ENSP00000496166,9606.ENSP00000499044","KLKB1,ANK1,ANK3,AMN,RPS15A,EPB41,RPS26,ANK2,RPL5,SMARCA2,RPL31,SLC2A1,RPL18,RPL26,NT5C3A,HBB,RPS7,RPL35A,ALDOA,RPS27",6.2e-07,0.00029,Anemia
Lead,DISEASES,DOID:331,72,1199,9606,"9606.ENSP00000168216,9606.ENSP00000221742,9606.ENSP00000221980,9606.ENSP00000228606,9606.ENSP00000244769,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000253408,9606.ENSP00000259455,9606.ENSP00000261366,9606.ENSP00000263341,9606.ENSP00000265459,9606.ENSP00000270142,9606.ENSP00000277120,9606.ENSP00000284981,9606.ENSP00000291565,9606.ENSP00000299798,9606.ENSP00000306330,9606.ENSP00000306754,9606.ENSP00000307959,9606.ENSP00000308541,9606.ENSP00000315130,9606.ENSP00000317379,9606.ENSP00000317580,9606.ENSP00000323929,9606.ENSP00000327545,9606.ENSP00000330633,9606.ENSP00000338185,9606.ENSP00000340874,9606.ENSP00000350928,9606.ENSP00000352516,9606.ENSP00000353099,9606.ENSP00000353654,9606.ENSP00000354111,9606.ENSP00000356224,9606.ENSP00000356545,9606.ENSP00000360608,9606.ENSP00000360687,9606.ENSP00000365301,9606.ENSP00000365380,9606.ENSP00000366525,9606.ENSP00000367001,9606.ENSP00000371152,9606.ENSP00000377936,9606.ENSP00000381185,9606.ENSP00000381448,9606.ENSP00000385000,9606.ENSP00000389140,9606.ENSP00000391090,9606.ENSP00000397435,9606.ENSP00000402060,9606.ENSP00000403362,9606.ENSP00000409594,9606.ENSP00000409667,9606.ENSP00000416066,9606.ENSP00000416293,9606.ENSP00000417175,9606.ENSP00000418525,9606.ENSP00000427603,9606.ENSP00000446576,9606.ENSP00000450540,9606.ENSP00000455426,9606.ENSP00000463653,9606.ENSP00000469242,9606.ENSP00000477141,9606.ENSP00000486291,9606.ENSP00000490083,9606.ENSP00000491215,9606.ENSP00000494750,9606.ENSP00000498321,9606.ENSP00000499140,9606.ENSP00000500990","HSD17B10,SLC1A6,ICAM5,CYP27B1,ATXN1,C3,APOE,GFAP,GABBR2,LMNB1,IL1B,NRXN2,SOD1,NTRK2,APP,PDXK,SLC9A5,YWHAG,NEUROD2,DST,F2,CLU,GLS,NEUROG1,A2M,NPTXR,CNTN2,PLCB1,MEF2C,GAD1,DNMT1,HLA-DRB1,COL4A2,DNAJC5,SYNE1,CACNA1E,GRIN1,PTGDS,FGF14,FOXP3,FTL,DPP6,ASAH1,PPP2R2B,BCL2,CST3,KIF2A,DCC,CHEK1,TSC22D1,PVR,AP2M1,ZFYVE27,SYNJ1,SERPINA1,SLC2A1,VAPB,MME,GABRA2,ATXN2,SERPINA3,ZNF423,RBFOX3,SPTBN4,FRRS1L,SUGCT,ATP6AP2,HNRNPU,ACTB,MYD88,CES2,SNCA",5.67e-07,0.00029,Central nervous system disease
Lead,DISEASES,DOID:37,40,518,9606,"9606.ENSP00000167586,9606.ENSP00000228606,9606.ENSP00000245907,9606.ENSP00000246662,9606.ENSP00000252242,9606.ENSP00000252252,9606.ENSP00000252486,9606.ENSP00000255380,9606.ENSP00000263341,9606.ENSP00000264474,9606.ENSP00000264690,9606.ENSP00000274276,9606.ENSP00000300249,9606.ENSP00000301653,9606.ENSP00000307959,9606.ENSP00000310861,9606.ENSP00000311469,9606.ENSP00000315190,9606.ENSP00000325527,9606.ENSP00000339824,9606.ENSP00000351807,9606.ENSP00000352798,9606.ENSP00000353099,9606.ENSP00000354826,9606.ENSP00000362924,9606.ENSP00000368572,9606.ENSP00000369129,9606.ENSP00000371420,9606.ENSP00000376637,9606.ENSP00000377546,9606.ENSP00000381448,9606.ENSP00000398890,9606.ENSP00000416066,9606.ENSP00000424846,9606.ENSP00000465630,9606.ENSP00000482313,9606.ENSP00000490083,9606.ENSP00000493985,9606.ENSP00000494750,9606.ENSP00000498358","KRT14,CYP27B1,C3,KRT9,KRT5,KRT6B,APOE,CHRM3,IL1B,CSTA,KLKB1,OSMR,MAPRE2,KRT16,DST,KRT2,GSTM1,ITGA3,FBN1,FGFR3,ELN,COL18A1,HLA-DRB1,CALD1,GSN,SAT1,DSP,GPNMB,IGF1,KRT15,CST3,HLA-DMB,SERPINA1,SH3BP2,EVPL,RECQL4,ATP6AP2,KNG1,ACTB,FECH",9.22e-07,0.00039,Skin disease
Lead,DISEASES,DOID:936,53,806,9606,"9606.ENSP00000221742,9606.ENSP00000244769,9606.ENSP00000245907,9606.ENSP00000252486,9606.ENSP00000253408,9606.ENSP00000259455,9606.ENSP00000261366,9606.ENSP00000263341,9606.ENSP00000265459,9606.ENSP00000270142,9606.ENSP00000277120,9606.ENSP00000284981,9606.ENSP00000299798,9606.ENSP00000306330,9606.ENSP00000306754,9606.ENSP00000308541,9606.ENSP00000317379,9606.ENSP00000317580,9606.ENSP00000327545,9606.ENSP00000330633,9606.ENSP00000338185,9606.ENSP00000340874,9606.ENSP00000350928,9606.ENSP00000352516,9606.ENSP00000353654,9606.ENSP00000356224,9606.ENSP00000356545,9606.ENSP00000360608,9606.ENSP00000360687,9606.ENSP00000365301,9606.ENSP00000371152,9606.ENSP00000377936,9606.ENSP00000381185,9606.ENSP00000385000,9606.ENSP00000389140,9606.ENSP00000391090,9606.ENSP00000397435,9606.ENSP00000403362,9606.ENSP00000409667,9606.ENSP00000416293,9606.ENSP00000418525,9606.ENSP00000427603,9606.ENSP00000446576,9606.ENSP00000455426,9606.ENSP00000463653,9606.ENSP00000469242,9606.ENSP00000477141,9606.ENSP00000486291,9606.ENSP00000490083,9606.ENSP00000491215,9606.ENSP00000494750,9606.ENSP00000499140,9606.ENSP00000500990","SLC1A6,ATXN1,C3,APOE,GFAP,GABBR2,LMNB1,IL1B,NRXN2,SOD1,NTRK2,APP,SLC9A5,YWHAG,NEUROD2,F2,GLS,NEUROG1,NPTXR,CNTN2,PLCB1,MEF2C,GAD1,DNMT1,COL4A2,SYNE1,CACNA1E,GRIN1,PTGDS,FGF14,ASAH1,PPP2R2B,BCL2,KIF2A,DCC,CHEK1,TSC22D1,AP2M1,SYNJ1,SLC2A1,MME,GABRA2,ATXN2,ZNF423,RBFOX3,SPTBN4,FRRS1L,SUGCT,ATP6AP2,HNRNPU,ACTB,CES2,SNCA",1.7e-06,0.00065,Brain disease
Lead,DISEASES,DOID:0050686,50,757,9606,"9606.ENSP00000167586,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000227155,9606.ENSP00000252242,9606.ENSP00000252486,9606.ENSP00000257118,9606.ENSP00000259915,9606.ENSP00000261733,9606.ENSP00000263341,9606.ENSP00000277120,9606.ENSP00000283928,9606.ENSP00000290401,9606.ENSP00000296591,9606.ENSP00000297267,9606.ENSP00000302037,9606.ENSP00000306625,9606.ENSP00000306754,9606.ENSP00000307508,9606.ENSP00000312631,9606.ENSP00000316032,9606.ENSP00000317580,9606.ENSP00000326581,9606.ENSP00000339824,9606.ENSP00000354826,9606.ENSP00000358001,9606.ENSP00000360141,9606.ENSP00000371638,9606.ENSP00000377546,9606.ENSP00000377779,9606.ENSP00000380070,9606.ENSP00000380877,9606.ENSP00000381185,9606.ENSP00000383053,9606.ENSP00000384849,9606.ENSP00000386884,9606.ENSP00000397435,9606.ENSP00000402257,9606.ENSP00000409594,9606.ENSP00000418525,9606.ENSP00000439666,9606.ENSP00000450540,9606.ENSP00000465630,9606.ENSP00000478255,9606.ENSP00000480132,9606.ENSP00000481380,9606.ENSP00000482313,9606.ENSP00000494750,9606.ENSP00000497910,9606.ENSP00000498321","KRT14,LGALS1,CHGA,CD82,KRT5,APOE,PHC2,POU5F1,ALDH2,IL1B,NTRK2,JAZF1,NPTN,EDIL3,FNDC1,MFF,ASPSCR1,NEUROD2,CALB2,INSM1,NUP98,NEUROG1,PEG3,FGFR3,CALD1,TACC2,GNAS,SMARCA2,KRT15,SV2B,GAPDH,ASCC2,BCL2,EPHB2,CDKN1A,CXCR4,TSC22D1,RUNX1T1,ZFYVE27,MME,MTRNR2L8,SERPINA3,EVPL,ABCB1,NCAM1,CCNA2,RECQL4,ACTB,B2M,MYD88",3e-06,0.0011,Organ system cancer
