category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
HPO	HP:0002086	15	1636	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000241052,9606.ENSP00000259455,9606.ENSP00000266376,9606.ENSP00000270142,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000353452,9606.ENSP00000367545,9606.ENSP00000386884,9606.ENSP00000420194,9606.ENSP00000482457	HMOX1,TGFB1,PON1,CAT,GABBR2,CACNA1C,SOD1,KCNMA1,F2,MMP1,MYLK,TP73,CXCR4,CASR,PLCG2	3.06e-05	0.0258	Abnormality of the respiratory system
HPO	HP:0033401	6	201	9606	9606.ENSP00000261733,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000353452,9606.ENSP00000478561,9606.ENSP00000493985	ALDH2,KCNMA1,F2,MYLK,CYP1B1,KNG1	2.33e-05	0.0258	Tissue ischemia
HPO	HP:0100852	7	306	9606	9606.ENSP00000222381,9606.ENSP00000259455,9606.ENSP00000270142,9606.ENSP00000322788,9606.ENSP00000362125,9606.ENSP00000419361,9606.ENSP00000420194	PON1,GABBR2,SOD1,MMP1,PCDH19,ADCY5,CASR	2.48e-05	0.0258	Abnormal fear/anxiety-related behavior
HPO	HP:0001045	3	20	9606	9606.ENSP00000241052,9606.ENSP00000386884,9606.ENSP00000482457	CAT,CXCR4,PLCG2	3.48e-05	0.0265	Vitiligo
HPO	EFO:0008207	2	2	9606	9606.ENSP00000222381,9606.ENSP00000493985	PON1,KNG1	4.55e-05	0.0298	Leucine carboxyl methyltransferase 1 measurement
HPO	HP:0030680	15	1680	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000241052,9606.ENSP00000261733,9606.ENSP00000266376,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000352798,9606.ENSP00000353452,9606.ENSP00000386884,9606.ENSP00000419361,9606.ENSP00000478255,9606.ENSP00000478561,9606.ENSP00000493985	HMOX1,TGFB1,CAT,ALDH2,CACNA1C,KCNMA1,F2,MMP1,COL18A1,MYLK,CXCR4,ADCY5,ABCB1,CYP1B1,KNG1	4.16e-05	0.0298	Abnormality of cardiovascular system morphology
HPO	HP:0001939	17	2168	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000241052,9606.ENSP00000261733,9606.ENSP00000266376,9606.ENSP00000270142,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000340913,9606.ENSP00000353452,9606.ENSP00000386884,9606.ENSP00000420194,9606.ENSP00000482457,9606.ENSP00000493985,9606.ENSP00000499717	HMOX1,TGFB1,PON1,CYP27B1,CAT,ALDH2,CACNA1C,SOD1,F2,MMP1,TRPC6,MYLK,CXCR4,CASR,PLCG2,KNG1,CALM1	5.75e-05	0.0351	Abnormality of metabolism/homeostasis
HPO	HP:0002011	18	2416	9606	9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000259455,9606.ENSP00000261733,9606.ENSP00000270142,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000352798,9606.ENSP00000353452,9606.ENSP00000356545,9606.ENSP00000362125,9606.ENSP00000386884,9606.ENSP00000414303,9606.ENSP00000420194,9606.ENSP00000431984,9606.ENSP00000478255,9606.ENSP00000478561,9606.ENSP00000493985	TGFB1,PON1,GABBR2,ALDH2,SOD1,KCNMA1,F2,COL18A1,MYLK,CACNA1E,PCDH19,CXCR4,BDNF,CASR,CAPN1,ABCB1,CYP1B1,KNG1	6.31e-05	0.0367	Morphological central nervous system abnormality
HPO	HP:0033127	21	3173	9606	9606.ENSP00000216117,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000259455,9606.ENSP00000266376,9606.ENSP00000270142,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000352798,9606.ENSP00000353452,9606.ENSP00000356545,9606.ENSP00000362125,9606.ENSP00000384763,9606.ENSP00000386884,9606.ENSP00000414303,9606.ENSP00000419361,9606.ENSP00000420194,9606.ENSP00000431984,9606.ENSP00000482457	HMOX1,TGFB1,PON1,CYP27B1,GABBR2,CACNA1C,SOD1,KCNMA1,F2,MMP1,COL18A1,MYLK,CACNA1E,PCDH19,SLC8A1,CXCR4,BDNF,ADCY5,CASR,CAPN1,PLCG2	6.93e-05	0.0384	Abnormality of the musculoskeletal system
HPO	EFO:0000408	13	1373	9606	9606.ENSP00000221930,9606.ENSP00000243347,9606.ENSP00000259455,9606.ENSP00000261733,9606.ENSP00000266376,9606.ENSP00000286628,9606.ENSP00000322788,9606.ENSP00000352798,9606.ENSP00000392043,9606.ENSP00000414303,9606.ENSP00000478561,9606.ENSP00000482457,9606.ENSP00000493985	TGFB1,TNFAIP6,GABBR2,ALDH2,CACNA1C,KCNMA1,MMP1,COL18A1,ATP2B1,BDNF,CYP1B1,PLCG2,KNG1	8.5e-05	0.0386	Disease
HPO	EFO:0004622	4	76	9606	9606.ENSP00000243347,9606.ENSP00000266376,9606.ENSP00000420194,9606.ENSP00000482457	TNFAIP6,CACNA1C,CASR,PLCG2	7.27e-05	0.0386	Sphingolipid measurement
HPO	EFO:0005413	3	28	9606	9606.ENSP00000259455,9606.ENSP00000264773,9606.ENSP00000367545	GABBR2,KCNN2,TP73	8.69e-05	0.0386	Joint damage measurement
HPO	HP:0001297	6	249	9606	9606.ENSP00000261733,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000353452,9606.ENSP00000478561,9606.ENSP00000493985	ALDH2,KCNMA1,F2,MYLK,CYP1B1,KNG1	7.45e-05	0.0386	Stroke
HPO	HP:0001600	5	154	9606	9606.ENSP00000222381,9606.ENSP00000241052,9606.ENSP00000270142,9606.ENSP00000286628,9606.ENSP00000420194	PON1,CAT,SOD1,KCNMA1,CASR	7.97e-05	0.0386	Abnormality of the larynx
HPO	HP:0010929	6	250	9606	9606.ENSP00000228606,9606.ENSP00000266376,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000420194,9606.ENSP00000499717	CYP27B1,CACNA1C,F2,MMP1,CASR,CALM1	7.61e-05	0.0386	Abnormal blood cation concentration
HPO	HP:0011025	12	1169	9606	9606.ENSP00000261733,9606.ENSP00000266376,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000340913,9606.ENSP00000353452,9606.ENSP00000419361,9606.ENSP00000420194,9606.ENSP00000478561,9606.ENSP00000482457,9606.ENSP00000493985,9606.ENSP00000499717	ALDH2,CACNA1C,KCNMA1,F2,TRPC6,MYLK,ADCY5,CASR,CYP1B1,PLCG2,KNG1,CALM1	7.88e-05	0.0386	Abnormal cardiovascular system physiology
HPO	HP:0100659	7	381	9606	9606.ENSP00000261733,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000353452,9606.ENSP00000478255,9606.ENSP00000478561,9606.ENSP00000493985	ALDH2,KCNMA1,F2,MYLK,ABCB1,CYP1B1,KNG1	9.63e-05	0.0392	Abnormal cerebral vascular morphology
HPO	HP:0001574	17	2266	9606	9606.ENSP00000221930,9606.ENSP00000228606,9606.ENSP00000241052,9606.ENSP00000261733,9606.ENSP00000263341,9606.ENSP00000270142,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000324890,9606.ENSP00000352798,9606.ENSP00000353452,9606.ENSP00000362125,9606.ENSP00000386884,9606.ENSP00000420194,9606.ENSP00000478561,9606.ENSP00000482457	TGFB1,CYP27B1,CAT,ALDH2,IL1B,SOD1,KCNMA1,F2,MMP1,CD28,COL18A1,MYLK,PCDH19,CXCR4,CASR,CYP1B1,PLCG2	0.0001	0.0394	Abnormality of the integument
HPO	EFO:0004308	16	2057	9606	9606.ENSP00000228606,9606.ENSP00000261733,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000319635,9606.ENSP00000324890,9606.ENSP00000340913,9606.ENSP00000357721,9606.ENSP00000357981,9606.ENSP00000379140,9606.ENSP00000384763,9606.ENSP00000414303,9606.ENSP00000419361,9606.ENSP00000420194,9606.ENSP00000432660,9606.ENSP00000482457	CYP27B1,ALDH2,KCNMA1,F2,CXCR2,CD28,TRPC6,S100A8,CTSS,CXCL12,SLC8A1,BDNF,ADCY5,CASR,CFL1,PLCG2	0.00011	0.0429	Leukocyte count
HPO	HP:0000166	2	4	9606	9606.ENSP00000241052,9606.ENSP00000386884	CAT,CXCR4	0.00011	0.0429	Severe periodontitis
HPO	HP:0000708	15	1839	9606	9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000228606,9606.ENSP00000241052,9606.ENSP00000259455,9606.ENSP00000266376,9606.ENSP00000270142,9606.ENSP00000286628,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000356545,9606.ENSP00000362125,9606.ENSP00000414303,9606.ENSP00000419361,9606.ENSP00000420194	TGFB1,PON1,CYP27B1,CAT,GABBR2,CACNA1C,SOD1,KCNMA1,F2,MMP1,CACNA1E,PCDH19,BDNF,ADCY5,CASR	0.00012	0.0429	Behavioral abnormality
HPO	HP:0000739	6	274	9606	9606.ENSP00000222381,9606.ENSP00000270142,9606.ENSP00000322788,9606.ENSP00000362125,9606.ENSP00000419361,9606.ENSP00000420194	PON1,SOD1,MMP1,PCDH19,ADCY5,CASR	0.00012	0.0429	Anxiety
HPO	HP:0025425	3	31	9606	9606.ENSP00000222381,9606.ENSP00000270142,9606.ENSP00000420194	PON1,SOD1,CASR	0.00011	0.0429	Laryngospasm
HPO	HP:0000951	15	1888	9606	9606.ENSP00000221930,9606.ENSP00000228606,9606.ENSP00000241052,9606.ENSP00000261733,9606.ENSP00000263341,9606.ENSP00000270142,9606.ENSP00000308541,9606.ENSP00000322788,9606.ENSP00000324890,9606.ENSP00000353452,9606.ENSP00000362125,9606.ENSP00000386884,9606.ENSP00000420194,9606.ENSP00000478561,9606.ENSP00000482457	TGFB1,CYP27B1,CAT,ALDH2,IL1B,SOD1,F2,MMP1,CD28,MYLK,PCDH19,CXCR4,CASR,CYP1B1,PLCG2	0.00016	0.0499	Abnormality of the skin
